timestamp,date,latitude,longitude
1565712654,"2019-08-13 16:10:54",38.877187,-77.275711
1565712660,"2019-08-13 16:11:00",38.876727,-77.277463
1565712666,"2019-08-13 16:11:06",38.876197,-77.279194
1565712672,"2019-08-13 16:11:12",38.875649,-77.280893
1565712678,"2019-08-13 16:11:18",38.875161,-77.28252
1565712684,"2019-08-13 16:11:24",38.874619,-77.284222
1565712689,"2019-08-13 16:11:29",38.874153,-77.285754
1565712694,"2019-08-13 16:11:34",38.873728,-77.287312
1565712700,"2019-08-13 16:11:40",38.873189,-77.289136
1565712705,"2019-08-13 16:11:45",38.872736,-77.290703
1565712711,"2019-08-13 16:11:51",38.872195,-77.292585
1565712717,"2019-08-13 16:11:57",38.871676,-77.294381
1565712722,"2019-08-13 16:12:02",38.871292,-77.295896
1565712727,"2019-08-13 16:12:07",38.870909,-77.297502
1565712733,"2019-08-13 16:12:13",38.870518,-77.299504
1565712739,"2019-08-13 16:12:19",38.870161,-77.301467
1565712744,"2019-08-13 16:12:24",38.869895,-77.303028
1565712750,"2019-08-13 16:12:30",38.869541,-77.304886
1565712756,"2019-08-13 16:12:36",38.86929,-77.306566
1565712761,"2019-08-13 16:12:41",38.869028,-77.307915
1565712767,"2019-08-13 16:12:47",38.868775,-77.309532
1565712772,"2019-08-13 16:12:52",38.868512,-77.310929
1565712778,"2019-08-13 16:12:58",38.868182,-77.312661
1565712784,"2019-08-13 16:13:04",38.867879,-77.314369
1565712790,"2019-08-13 16:13:10",38.867565,-77.31599
1565712796,"2019-08-13 16:13:16",38.867265,-77.317622
1565712801,"2019-08-13 16:13:21",38.867023,-77.318999
1565712807,"2019-08-13 16:13:27",38.866791,-77.320625
1565712813,"2019-08-13 16:13:33",38.866487,-77.322312
1565712818,"2019-08-13 16:13:38",38.866237,-77.323722
1565712824,"2019-08-13 16:13:44",38.865899,-77.325562
1565712830,"2019-08-13 16:13:50",38.865489,-77.327516
1565712835,"2019-08-13 16:13:55",38.865185,-77.329132
1565712840,"2019-08-13 16:14:00",38.864924,-77.33071
1565712845,"2019-08-13 16:14:05",38.864637,-77.332233
1565712851,"2019-08-13 16:14:11",38.864367,-77.333967
1565712857,"2019-08-13 16:14:17",38.864013,-77.335802
1565712862,"2019-08-13 16:14:22",38.86374,-77.337357
1565712868,"2019-08-13 16:14:28",38.863402,-77.339332
1565712874,"2019-08-13 16:14:34",38.863042,-77.341426
1565712880,"2019-08-13 16:14:40",38.862657,-77.343491
1565712886,"2019-08-13 16:14:46",38.862283,-77.345534
1565712892,"2019-08-13 16:14:52",38.86196,-77.347497
1565712898,"2019-08-13 16:14:58",38.861649,-77.349445
1565712903,"2019-08-13 16:15:03",38.861338,-77.351068
1565712909,"2019-08-13 16:15:09",38.860945,-77.353098
1565712914,"2019-08-13 16:15:14",38.860658,-77.354776
1565712920,"2019-08-13 16:15:20",38.860335,-77.356763
1565712926,"2019-08-13 16:15:26",38.859997,-77.358768
1565712931,"2019-08-13 16:15:31",38.859678,-77.36045
1565712937,"2019-08-13 16:15:37",38.859299,-77.362465
1565712943,"2019-08-13 16:15:43",38.85894,-77.364464
1565712948,"2019-08-13 16:15:48",38.858615,-77.366187
1565712954,"2019-08-13 16:15:54",38.858262,-77.36818
1565712960,"2019-08-13 16:16:00",38.857885,-77.370204
1565712965,"2019-08-13 16:16:05",38.857581,-77.371912
1565712970,"2019-08-13 16:16:10",38.857256,-77.3737
1565712976,"2019-08-13 16:16:16",38.856862,-77.375825
1565712981,"2019-08-13 16:16:21",38.856561,-77.377548
1565712986,"2019-08-13 16:16:26",38.856256,-77.379274
1565712992,"2019-08-13 16:16:32",38.85585,-77.381404
1565712997,"2019-08-13 16:16:37",38.855539,-77.383155
1565713003,"2019-08-13 16:16:43",38.855138,-77.38529
1565713009,"2019-08-13 16:16:49",38.854749,-77.387413
1565713015,"2019-08-13 16:16:55",38.854362,-77.389542
1565713021,"2019-08-13 16:17:01",38.853974,-77.391692
